,Wavelength,Sum,Li I (2.0e-02),Li II (9.8e-01),Li III (1.7e-28)
3425,494.36,1.462e-11,1.462e-11,7.125e-41,0
3426,494.41,4.5119999999999995e-11,4.5119999999999995e-11,2.562999999999999e-41,0
3427,494.46,1.3640000000000001e-10,1.3640000000000001e-10,9.026e-42,0
3428,494.51,4.0439999999999997e-10,4.0439999999999997e-10,3.1139999999999994e-42,0
3429,494.56,1.174e-09,1.174e-09,1.051e-42,0
3430,494.61,3.341e-09,3.341e-09,3.4829999999999997e-43,0
3431,494.66,9.317e-09,9.317e-09,1.1199999999999998e-43,0
3432,494.71,2.5459999999999998e-08,2.5459999999999998e-08,3.588e-44,0
3433,494.76,6.82e-08,6.82e-08,1.1169999999999999e-44,0
3434,494.81,1.7899999999999997e-07,1.7899999999999997e-07,3.4039999999999994e-45,0
3435,494.86,4.6039999999999997e-07,4.6039999999999997e-07,1.0149999999999999e-45,0
3436,494.91,1.15e-06,1.15e-06,0,0
3437,494.96,2.866e-06,2.866e-06,0,0
3438,495.01,6.936e-06,6.936e-06,0,0
3439,495.06,1.645e-05,1.645e-05,0,0
3440,495.11,3.825e-05,3.825e-05,0,0
3441,495.16,8.713e-05,8.713e-05,0,0
3442,495.21,0.0001945,0.0001945,0,0
3443,495.26,0.00042539999999999993,0.00042539999999999993,0,0
3444,495.31,0.0009121,0.0009121,0,0
3445,495.36,0.001917,0.001917,0,0
3446,495.41,0.003945000000000001,0.003945000000000001,0,0
3447,495.46,0.00796,0.00796,0,0
3448,495.51,0.01574,0.01574,0,0
3449,495.56,0.0304,0.0304,0,0
3450,495.61,0.05791,0.05791,0,0
3451,495.66,0.1078,0.1078,0,0
3452,495.71,0.1965,0.1965,0,0
3453,495.76,0.3512,0.3512,0,0
3454,495.81,0.615,0.615,0,0
3455,495.86,1.055,1.055,0,0
3456,495.91,1.775,1.775,0,0
3457,495.96,2.925,2.925,0,0
3458,496.01,4.725,4.725,0,0
3459,496.06,7.479,7.479,0,0
3460,496.11,11.6,11.6,0,0
3461,496.16,17.63,17.63,0,0
3462,496.21,26.26,26.26,0,0
3463,496.26,38.34,38.34,0,0
3464,496.31,54.85,54.85,0,0
3465,496.36,76.89,76.89,0,0
3466,496.41,105.6,105.6,0,0
3467,496.46,142.2,142.2,0,0
3468,496.51,187.6,187.6,0,0
3469,496.56,242.6,242.6,0,0
3470,496.61,307.3,307.3,0,0
3471,496.66,381.6,381.6,0,0
3472,496.71,464.3,464.3,0,0
3473,496.76,553.7,553.7,0,0
3474,496.81,647.0,647.0,0,0
3475,496.86,740.9,740.9,0,0
3476,496.91,831.5,831.5,0,0
3477,496.96,914.4,914.4,0,0
3478,497.01,985.5,985.5,0,0
3479,497.06,1041.0,1041.0,0,0
3480,497.11,1077.0,1077.0,0,0
3481,497.16,1093.0,1093.0,0,0
3482,497.21,1086.0,1086.0,0,0
3483,497.26,1058.0,1058.0,0,0
3484,497.31,1010.0,1010.0,0,0
3485,497.36,944.5,944.5,0,0
3486,497.41,865.8,865.8,0,0
3487,497.46,777.8,777.8,0,0
3488,497.51,684.7,684.7,0,0
3489,497.56,590.7,590.7,0,0
3490,497.61,499.4,499.4,0,0
3491,497.66,413.8,413.8,0,0
3492,497.71,336.0,336.0,0,0
3493,497.76,267.3,267.3,0,0
3494,497.81,208.4,208.4,0,0
3495,497.86,159.3,159.3,0,0
3496,497.91,119.3,119.3,0,0
3497,497.96,87.51,87.51,0,0
3498,498.01,62.93,62.93,0,0
3499,498.06,44.35,44.35,0,0
3500,498.11,30.63,30.63,0,0
3501,498.16,20.73,20.73,0,0
3502,498.21,13.75,13.75,0,0
3503,498.26,8.936,8.936,0,0
3504,498.31,5.691,5.691,0,0
3505,498.36,3.553,3.553,0,0
3506,498.41,2.173,2.173,0,0
3507,498.46,1.3030000000000002,1.3030000000000002,0,0
3508,498.51,0.7651,0.7651,0,0
3509,498.56,0.4405,0.4405,0,0
3510,498.61,0.2484,0.2484,0,0
3511,498.66,0.1373,0.1373,0,0
3512,498.71,0.07442,0.07442,0,0
3513,498.76,0.03951,0.03951,0,0
3514,498.81,0.02055,0.02055,0,0
3515,498.86,0.01047,0.01047,0,0
3516,498.91,0.0052369999999999995,0.0052369999999999995,0,0
3517,498.96,0.002565,0.002565,0,0
3518,499.01,0.001231,0.001231,0,0
3519,499.06,0.0005787000000000001,0.0005787000000000001,0,0
3520,499.11,0.00026660000000000003,0.00026660000000000003,0,0
3521,499.16,0.00012030000000000001,0.00012030000000000001,0,0
3522,499.21,5.33e-05,5.33e-05,0,0
3523,499.26,2.311e-05,2.311e-05,0,0
3524,499.31,9.822999999999999e-06,9.822999999999999e-06,0,0
3525,499.36,4.091e-06,4.091e-06,0,0
3526,499.41,1.67e-06,1.67e-06,0,0
3527,499.46,6.678e-07,6.678e-07,0,0
3528,499.51,2.617e-07,2.617e-07,0,0
3529,499.56,1.006e-07,1.006e-07,0,0
3530,499.61,3.786e-08,3.786e-08,0,0
3531,499.66,1.3969999999999999e-08,1.3969999999999999e-08,0,0
3532,499.71,5.0470000000000005e-09,5.0470000000000005e-09,0,0
3533,499.76,1.7879999999999998e-09,1.7879999999999998e-09,0,0
3534,499.81,6.208e-10,6.208e-10,0,0
3535,499.86,2.112e-10,2.112e-10,0,0
3536,499.91,7.042e-11,7.042e-11,0,0
3537,499.96,2.2999999999999998e-11,2.2999999999999998e-11,0,0
3538,500.01,7.367999999999998e-12,7.367999999999998e-12,0,0
3539,500.06,2.311e-12,2.311e-12,0,0
3540,500.11,7.109e-13,7.109e-13,0,0
3541,500.16,2.142e-13,2.142e-13,0,0
3542,500.76,5.575e-40,0,5.575e-40,0
3543,500.81,1.8219999999999997e-39,0,1.8219999999999997e-39,0
3544,500.86,5.835e-39,0,5.835e-39,0
3545,500.91,1.833e-38,0,1.833e-38,0
3546,500.96,5.645e-38,0,5.645e-38,0
3547,501.01,1.7039999999999998e-37,0,1.7039999999999998e-37,0
3548,501.06,5.047e-37,0,5.047e-37,0
3549,501.11,1.4659999999999997e-36,0,1.4659999999999997e-36,0
3550,501.16,4.1719999999999996e-36,0,4.1719999999999996e-36,0
3551,501.21,1.164e-35,0,1.164e-35,0
3552,501.26,3.1859999999999997e-35,0,3.1859999999999997e-35,0
3553,501.31,8.546999999999998e-35,0,8.546999999999998e-35,0
3554,501.36,2.2479999999999997e-34,0,2.2479999999999997e-34,0
3555,501.41,5.8e-34,0,5.8e-34,0
3556,501.46,1.466e-33,0,1.466e-33,0
3557,501.51,3.638e-33,0,3.638e-33,0
3558,501.56,8.846e-33,0,8.846e-33,0
3559,501.61,2.1089999999999998e-32,0,2.1089999999999998e-32,0
3560,501.66,4.928999999999999e-32,0,4.928999999999999e-32,0
3561,501.71,1.13e-31,0,1.13e-31,0
3562,501.76,2.5379999999999996e-31,0,2.5379999999999996e-31,0
3563,501.81,5.593999999999999e-31,0,5.593999999999999e-31,0
3564,501.86,1.207e-30,0,1.207e-30,0
3565,501.91,2.5599999999999998e-30,0,2.5599999999999998e-30,0
3566,501.96,5.316e-30,0,5.316e-30,0
3567,502.01,1.0829999999999999e-29,0,1.0829999999999999e-29,0
3568,502.06,2.161e-29,0,2.161e-29,0
3569,502.11,4.2319999999999996e-29,0,4.2319999999999996e-29,0
3570,502.16,8.121999999999999e-29,0,8.121999999999999e-29,0
3571,502.21,1.529e-28,0,1.529e-28,0
3572,502.26,2.821e-28,0,2.821e-28,0
3573,502.31,5.1049999999999995e-28,0,5.1049999999999995e-28,0
3574,502.36,9.055e-28,0,9.055e-28,0
3575,502.41,1.575e-27,0,1.575e-27,0
3576,502.46,2.686e-27,0,2.686e-27,0
3577,502.51,4.4929999999999996e-27,0,4.4929999999999996e-27,0
3578,502.56,7.365999999999999e-27,0,7.365999999999999e-27,0
3579,502.61,1.184e-26,0,1.184e-26,0
3580,502.66,1.866e-26,0,1.866e-26,0
3581,502.71,2.8839999999999994e-26,0,2.8839999999999994e-26,0
3582,502.76,4.372e-26,0,4.372e-26,0
3583,502.81,6.496e-26,0,6.496e-26,0
3584,502.86,9.463999999999999e-26,0,9.463999999999999e-26,0
3585,502.91,1.3519999999999998e-25,0,1.3519999999999998e-25,0
3586,502.96,1.8920000000000002e-25,0,1.8920000000000002e-25,0
3587,503.01,2.5000000000000003e-25,0,2.5000000000000003e-25,0
3588,503.06,3.501e-25,0,3.501e-25,0
3589,503.11,4.621000000000001e-25,0,4.621000000000001e-25,0
3590,503.16,5.981e-25,0,5.981e-25,0
3591,503.21,7.592e-25,0,7.592e-25,0
3592,503.26,9.447999999999999e-25,0,9.447999999999999e-25,0
3593,503.31,1.153e-24,0,1.153e-24,0
3594,503.36,1.3780000000000001e-24,0,1.3780000000000001e-24,0
3595,503.41,1.618e-24,0,1.618e-24,0
3596,503.46,1.861e-24,0,1.861e-24,0
3597,503.51,2.0969999999999998e-24,0,2.0969999999999998e-24,0
3598,503.56,2.32e-24,0,2.32e-24,0
3599,503.61,2.515e-24,0,2.515e-24,0
3600,503.66,2.674e-24,0,2.674e-24,0
3601,503.71,2.787e-24,0,2.787e-24,0
3602,503.76,2.8480000000000004e-24,0,2.8480000000000004e-24,0
3603,503.81,2.852e-24,0,2.852e-24,0
3604,503.86,2.802e-24,0,2.802e-24,0
3605,503.91,2.7e-24,0,2.7e-24,0
3606,503.96,2.5499999999999998e-24,0,2.5499999999999998e-24,0
3607,504.01,2.3609999999999997e-24,0,2.3609999999999997e-24,0
3608,504.06,2.144e-24,0,2.144e-24,0
3609,504.11,1.908e-24,0,1.908e-24,0
3610,504.16,1.6659999999999997e-24,0,1.6659999999999997e-24,0
3611,504.21,1.426e-24,0,1.426e-24,0
3612,504.26,1.196e-24,0,1.196e-24,0
3613,504.31,9.847e-25,0,9.847e-25,0
3614,504.36,7.944e-25,0,7.944e-25,0
3615,504.41,6.283e-25,0,6.283e-25,0
3616,504.46,4.873e-25,0,4.873e-25,0
3617,504.51,3.7069999999999996e-25,0,3.7069999999999996e-25,0
3618,504.56,2.763e-25,0,2.763e-25,0
3619,504.61,2.02e-25,0,2.02e-25,0
3620,504.66,1.4480000000000003e-25,0,1.4480000000000003e-25,0
3621,504.71,1.0169999999999999e-25,0,1.0169999999999999e-25,0
3622,504.76,7.013999999999999e-26,0,7.013999999999999e-26,0
3623,504.81,4.7300000000000004e-26,0,4.7300000000000004e-26,0
3624,504.86,3.1300000000000003e-26,0,3.1300000000000003e-26,0
3625,504.91,2.03e-26,0,2.03e-26,0
3626,504.96,1.298e-26,0,1.298e-26,0
3627,505.01,8.112000000000001e-27,0,8.112000000000001e-27,0
3628,505.06,4.966e-27,0,4.966e-27,0
3629,505.11,2.982e-27,0,2.982e-27,0
3630,505.16,1.754e-27,0,1.754e-27,0
3631,505.21,1.0119999999999999e-27,0,1.0119999999999999e-27,0
3632,505.26,5.733999999999999e-28,0,5.733999999999999e-28,0
3633,505.31,3.1800000000000004e-28,0,3.1800000000000004e-28,0
3634,505.36,1.7309999999999998e-28,0,1.7309999999999998e-28,0
3635,505.41,9.232999999999999e-29,0,9.232999999999999e-29,0
3636,505.46,4.8279999999999995e-29,0,4.8279999999999995e-29,0
3637,505.51,2.4759999999999998e-29,0,2.4759999999999998e-29,0
3638,505.56,1.244e-29,0,1.244e-29,0
3639,505.61,6.1389999999999995e-30,0,6.1389999999999995e-30,0
3640,505.66,2.9669999999999997e-30,0,2.9669999999999997e-30,0
3641,505.71,1.4049999999999999e-30,0,1.4049999999999999e-30,0
3642,505.76,6.534999999999999e-31,0,6.534999999999999e-31,0
3643,505.81,2.978e-31,0,2.978e-31,0
3644,505.86,1.3199999999999999e-31,0,1.3199999999999999e-31,0
3645,505.91,5.827999999999999e-32,0,5.827999999999999e-32,0
3646,505.96,2.5029999999999997e-32,0,2.5029999999999997e-32,0
3647,506.01,1.0529999999999999e-32,0,1.0529999999999999e-32,0
3648,506.06,4.3519999999999997e-33,0,4.3519999999999997e-33,0
3649,506.11,1.7619999999999997e-33,0,1.7619999999999997e-33,0
3650,506.16,6.994999999999999e-34,0,6.994999999999999e-34,0
3651,506.21,2.721e-34,0,2.721e-34,0
3652,506.26,1.038e-34,0,1.038e-34,0
3653,506.31,3.8859999999999997e-35,0,3.8859999999999997e-35,0
3654,506.36,1.426e-35,0,1.426e-35,0
3655,506.41,5.1299999999999995e-36,0,5.1299999999999995e-36,0
3656,506.46,1.809e-36,0,1.809e-36,0
3657,506.51,6.255999999999999e-37,0,6.255999999999999e-37,0
3658,506.56,2.122e-37,0,2.122e-37,0
3659,506.61,7.053999999999999e-38,0,7.053999999999999e-38,0
3660,506.66,2.2980000000000001e-38,0,2.2980000000000001e-38,0
3661,506.71,7.348999999999999e-39,0,7.348999999999999e-39,0
3662,506.76,2.3019999999999996e-39,0,2.3019999999999996e-39,0
3663,506.81,7.076e-40,0,7.076e-40,0
3664,512.22,1.467e-41,0,1.467e-41,0
3665,512.27,4.636e-41,0,4.636e-41,0
3666,512.32,1.4369999999999997e-40,0,1.4369999999999997e-40,0
3667,512.37,4.374e-40,0,4.374e-40,0
3668,512.42,1.305e-39,0,1.305e-39,0
3669,512.47,3.8279999999999996e-39,0,3.8279999999999996e-39,0
3670,512.52,1.1e-38,0,1.1e-38,0
3671,512.57,3.107e-38,0,3.107e-38,0
3672,512.62,8.606e-38,0,8.606e-38,0
3673,512.67,2.338e-37,0,2.338e-37,0
3674,512.72,6.239e-37,0,6.239e-37,0
3675,512.77,1.6319999999999998e-36,0,1.6319999999999998e-36,0
3676,512.82,4.194e-36,0,4.194e-36,0
3677,512.87,1.0569999999999999e-35,0,1.0569999999999999e-35,0
3678,512.92,2.6159999999999996e-35,0,2.6159999999999996e-35,0
3679,512.97,6.349e-35,0,6.349e-35,0
3680,513.02,1.513e-34,0,1.513e-34,0
3681,513.07,3.5349999999999996e-34,0,3.5349999999999996e-34,0
3682,513.12,8.111999999999999e-34,0,8.111999999999999e-34,0
3683,513.17,1.8260000000000002e-33,0,1.8260000000000002e-33,0
3684,513.22,4.035e-33,0,4.035e-33,0
3685,513.27,8.750999999999999e-33,0,8.750999999999999e-33,0
3686,513.32,1.8609999999999998e-32,0,1.8609999999999998e-32,0
3687,513.37,3.8869999999999997e-32,0,3.8869999999999997e-32,0
3688,513.42,7.967e-32,0,7.967e-32,0
3689,513.47,1.6019999999999998e-31,0,1.6019999999999998e-31,0
3690,513.52,3.1609999999999997e-31,0,3.1609999999999997e-31,0
3691,513.57,6.122999999999999e-31,0,6.122999999999999e-31,0
3692,513.62,1.163e-30,0,1.163e-30,0
3693,513.67,2.17e-30,0,2.17e-30,0
3694,513.72,3.9719999999999995e-30,0,3.9719999999999995e-30,0
3695,513.77,7.133999999999999e-30,0,7.133999999999999e-30,0
3696,513.82,1.2569999999999999e-29,0,1.2569999999999999e-29,0
3697,513.87,2.1749999999999998e-29,0,2.1749999999999998e-29,0
3698,513.92,3.6919999999999995e-29,0,3.6919999999999995e-29,0
3699,513.97,6.14e-29,0,6.14e-29,0
3700,514.02,1.0049999999999998e-28,0,1.0049999999999998e-28,0
3701,514.07,1.6119999999999998e-28,0,1.6119999999999998e-28,0
3702,514.12,2.5380000000000004e-28,0,2.5380000000000004e-28,0
3703,514.17,3.9210000000000007e-28,0,3.9210000000000007e-28,0
3704,514.22,5.946999999999999e-28,0,5.946999999999999e-28,0
3705,514.27,8.847e-28,0,8.847e-28,0
3706,514.32,1.291e-27,0,1.291e-27,0
3707,514.37,1.8510000000000004e-27,0,1.8510000000000004e-27,0
3708,514.42,2.603e-27,0,2.603e-27,0
3709,514.47,3.5909999999999995e-27,0,3.5909999999999995e-27,0
3710,514.52,4.862e-27,0,4.862e-27,0
3711,514.57,6.461e-27,0,6.461e-27,0
3712,514.62,8.427e-27,0,8.427e-27,0
3713,514.67,1.0779999999999999e-26,0,1.0779999999999999e-26,0
3714,514.72,1.354e-26,0,1.354e-26,0
3715,514.77,1.668e-26,0,1.668e-26,0
3716,514.82,2.0189999999999999e-26,0,2.0189999999999999e-26,0
3717,514.87,2.395e-26,0,2.395e-26,0
3718,514.92,2.791e-26,0,2.791e-26,0
3719,514.97,3.191e-26,0,3.191e-26,0
3720,515.02,3.578e-26,0,3.578e-26,0
3721,515.07,3.9300000000000004e-26,0,3.9300000000000004e-26,0
3722,515.12,4.255e-26,0,4.255e-26,0
3723,515.17,4.512e-26,0,4.512e-26,0
3724,515.22,4.6939999999999995e-26,0,4.6939999999999995e-26,0
3725,515.27,4.791e-26,0,4.791e-26,0
3726,515.32,4.801e-26,0,4.801e-26,0
3727,515.37,4.7100000000000004e-26,0,4.7100000000000004e-26,0
3728,515.42,4.553e-26,0,4.553e-26,0
3729,515.47,4.3119999999999996e-26,0,4.3119999999999996e-26,0
3730,515.52,4.0060000000000006e-26,0,4.0060000000000006e-26,0
3731,515.57,3.6539999999999995e-26,0,3.6539999999999995e-26,0
3732,515.62,3.2599999999999994e-26,0,3.2599999999999994e-26,0
3733,515.67,2.87e-26,0,2.87e-26,0
3734,515.72,2.473e-26,0,2.473e-26,0
3735,515.77,2.093e-26,0,2.093e-26,0
3736,515.82,1.737e-26,0,1.737e-26,0
3737,515.87,1.4139999999999998e-26,0,1.4139999999999998e-26,0
3738,515.92,1.13e-26,0,1.13e-26,0
3739,515.97,8.867e-27,0,8.867e-27,0
3740,516.02,6.824e-27,0,6.824e-27,0
3741,516.07,5.154e-27,0,5.154e-27,0
3742,516.12,3.8200000000000005e-27,0,3.8200000000000005e-27,0
3743,516.17,2.78e-27,0,2.78e-27,0
3744,516.22,1.9839999999999998e-27,0,1.9839999999999998e-27,0
3745,516.27,1.39e-27,0,1.39e-27,0
3746,516.32,9.557e-28,0,9.557e-28,0
3747,516.37,6.447999999999999e-28,0,6.447999999999999e-28,0
3748,516.42,4.269e-28,0,4.269e-28,0
3749,516.47,2.7739999999999996e-28,0,2.7739999999999996e-28,0
3750,516.52,1.7680000000000001e-28,0,1.7680000000000001e-28,0
3751,516.57,1.107e-28,0,1.107e-28,0
3752,516.62,6.794e-29,0,6.794e-29,0
3753,516.67,4.0939999999999996e-29,0,4.0939999999999996e-29,0
3754,516.72,2.42e-29,0,2.42e-29,0
3755,516.77,1.404e-29,0,1.404e-29,0
3756,516.82,8.000999999999999e-30,0,8.000999999999999e-30,0
3757,516.87,4.4719999999999996e-30,0,4.4719999999999996e-30,0
3758,516.92,2.452e-30,0,2.452e-30,0
3759,516.97,1.3099999999999999e-30,0,1.3099999999999999e-30,0
3760,517.02,6.971999999999999e-31,0,6.971999999999999e-31,0
3761,517.07,3.613e-31,0,3.613e-31,0
3762,517.12,1.8379999999999999e-31,0,1.8379999999999999e-31,0
3763,517.17,9.173999999999999e-32,0,9.173999999999999e-32,0
3764,517.22,4.495e-32,0,4.495e-32,0
3765,517.27,2.16e-32,0,2.16e-32,0
3766,517.32,1.02e-32,0,1.02e-32,0
3767,517.37,4.737e-33,0,4.737e-33,0
3768,517.42,2.193e-33,0,2.193e-33,0
3769,517.47,1.0799999999999999e-33,0,1.0799999999999999e-33,0
3770,517.52,7.265e-34,0,7.265e-34,0
3771,517.57,9.224999999999999e-34,0,9.224999999999999e-34,0
3772,517.62,1.832e-33,0,1.832e-33,0
3773,517.67,4.112e-33,0,4.112e-33,0
3774,517.72,9.314e-33,0,9.314e-33,0
3775,517.77,2.0819999999999998e-32,0,2.0819999999999998e-32,0
3776,517.82,4.571e-32,0,4.571e-32,0
3777,517.87,9.857999999999998e-32,0,9.857999999999998e-32,0
3778,517.92,2.0859999999999997e-31,0,2.0859999999999997e-31,0
3779,517.97,4.3359999999999994e-31,0,4.3359999999999994e-31,0
3780,518.02,8.845e-31,0,8.845e-31,0
3781,518.07,1.7709999999999997e-30,0,1.7709999999999997e-30,0
3782,518.12,3.481e-30,0,3.481e-30,0
3783,518.17,6.72e-30,0,6.72e-30,0
3784,518.22,1.272e-29,0,1.272e-29,0
3785,518.27,2.3669999999999998e-29,0,2.3669999999999998e-29,0
3786,518.32,4.3229999999999996e-29,0,4.3229999999999996e-29,0
3787,518.37,7.747999999999999e-29,0,7.747999999999999e-29,0
3788,518.42,1.3630000000000003e-28,0,1.3630000000000003e-28,0
3789,518.47,2.355e-28,0,2.355e-28,0
3790,518.52,3.992e-28,0,3.992e-28,0
3791,518.57,6.6449999999999995e-28,0,6.6449999999999995e-28,0
3792,518.62,1.085e-27,0,1.085e-27,0
3793,518.67,1.7409999999999997e-27,0,1.7409999999999997e-27,0
3794,518.72,2.7409999999999997e-27,0,2.7409999999999997e-27,0
3795,518.77,4.238999999999999e-27,0,4.238999999999999e-27,0
3796,518.82,6.433e-27,0,6.433e-27,0
3797,518.87,9.582999999999999e-27,0,9.582999999999999e-27,0
3798,518.92,1.4e-26,0,1.4e-26,0
3799,518.97,2.0119999999999998e-26,0,2.0119999999999998e-26,0
3800,519.02,2.835e-26,0,2.835e-26,0
3801,519.07,3.922e-26,0,3.922e-26,0
3802,519.12,5.326e-26,0,5.326e-26,0
3803,519.17,7.102e-26,0,7.102e-26,0
3804,519.22,9.295999999999999e-26,0,9.295999999999999e-26,0
3805,519.27,1.194e-25,0,1.194e-25,0
3806,519.32,1.506e-25,0,1.506e-25,0
3807,519.37,1.865e-25,0,1.865e-25,0
3808,519.42,2.267e-25,0,2.267e-25,0
3809,519.47,2.705e-25,0,2.705e-25,0
3810,519.52,3.169e-25,0,3.169e-25,0
3811,519.57,3.643e-25,0,3.643e-25,0
3812,519.62,4.112e-25,0,4.112e-25,0
3813,519.67,4.557e-25,0,4.557e-25,0
3814,519.72,4.957e-25,0,4.957e-25,0
3815,519.77,5.294e-25,0,5.294e-25,0
3816,519.82,5.550000000000001e-25,0,5.550000000000001e-25,0
3817,519.87,5.713e-25,0,5.713e-25,0
3818,519.92,5.770999999999999e-25,0,5.770999999999999e-25,0
3819,519.97,5.724e-25,0,5.724e-25,0
3820,520.02,5.572e-25,0,5.572e-25,0
3821,520.07,5.325e-25,0,5.325e-25,0
3822,520.12,4.996e-25,0,4.996e-25,0
3823,520.17,4.602e-25,0,4.602e-25,0
3824,520.22,4.162e-25,0,4.162e-25,0
3825,520.27,3.6939999999999996e-25,0,3.6939999999999996e-25,0
3826,520.32,3.219e-25,0,3.219e-25,0
3827,520.37,2.754e-25,0,2.754e-25,0
3828,520.42,2.311e-25,0,2.311e-25,0
3829,520.47,1.9059999999999999e-25,0,1.9059999999999999e-25,0
3830,520.52,1.541e-25,0,1.541e-25,0
3831,520.57,1.224e-25,0,1.224e-25,0
3832,520.62,9.555e-26,0,9.555e-26,0
3833,520.67,7.316e-26,0,7.316e-26,0
3834,520.72,5.497e-26,0,5.497e-26,0
3835,520.77,4.0550000000000006e-26,0,4.0550000000000006e-26,0
3836,520.82,2.937e-26,0,2.937e-26,0
3837,520.87,2.088e-26,0,2.088e-26,0
3838,520.92,1.458e-26,0,1.458e-26,0
3839,520.97,9.988999999999999e-27,0,9.988999999999999e-27,0
3840,521.02,6.719e-27,0,6.719e-27,0
3841,521.07,4.435000000000001e-27,0,4.435000000000001e-27,0
3842,521.12,2.875e-27,0,2.875e-27,0
3843,521.17,1.82e-27,0,1.82e-27,0
3844,521.22,1.1429999999999999e-27,0,1.1429999999999999e-27,0
3845,521.27,7e-28,0,7e-28,0
3846,521.32,4.21e-28,0,4.21e-28,0
3847,521.37,2.4930000000000003e-28,0,2.4930000000000003e-28,0
3848,521.42,1.446e-28,0,1.446e-28,0
3849,521.47,8.238e-29,0,8.238e-29,0
3850,521.52,4.6049999999999997e-29,0,4.6049999999999997e-29,0
3851,521.57,2.527e-29,0,2.527e-29,0
3852,521.62,1.361e-29,0,1.361e-29,0
3853,521.67,7.202999999999999e-30,0,7.202999999999999e-30,0
3854,521.72,3.74e-30,0,3.74e-30,0
3855,521.77,1.905e-30,0,1.905e-30,0
3856,521.82,9.538999999999999e-31,0,9.538999999999999e-31,0
3857,521.87,4.685e-31,0,4.685e-31,0
3858,521.92,2.2579999999999996e-31,0,2.2579999999999996e-31,0
3859,521.97,1.0699999999999999e-31,0,1.0699999999999999e-31,0
3860,522.02,4.96e-32,0,4.96e-32,0
3861,522.07,2.266e-32,0,2.266e-32,0
3862,522.12,1.0139999999999999e-32,0,1.0139999999999999e-32,0
3863,522.17,4.464e-33,0,4.464e-33,0
3864,522.22,1.925e-33,0,1.925e-33,0
3865,522.27,8.16e-34,0,8.16e-34,0
3866,522.32,3.393e-34,0,3.393e-34,0
3867,522.37,1.3859999999999999e-34,0,1.3859999999999999e-34,0
3868,522.42,5.553e-35,0,5.553e-35,0
3869,522.47,2.185e-35,0,2.185e-35,0
3870,522.52,8.441e-36,0,8.441e-36,0
3871,522.57,3.2e-36,0,3.2e-36,0
3872,522.62,1.1909999999999997e-36,0,1.1909999999999997e-36,0
3873,522.67,4.3529999999999995e-37,0,4.3529999999999995e-37,0
3874,522.72,1.56e-37,0,1.56e-37,0
3875,522.77,5.498999999999999e-38,0,5.498999999999999e-38,0
3876,522.82,1.9009999999999998e-38,0,1.9009999999999998e-38,0
3877,522.87,6.451e-39,0,6.451e-39,0
3878,522.92,2.1479999999999998e-39,0,2.1479999999999998e-39,0
3879,522.97,7.027999999999999e-40,0,7.027999999999999e-40,0
3880,523.02,2.255e-40,0,2.255e-40,0
3881,523.07,1.647e-41,0,1.647e-41,0
3882,529.77,2.236e-41,0,2.236e-41,0
3883,529.82,6.832999999999999e-41,0,6.832999999999999e-41,0
3884,529.87,2.051e-40,0,2.051e-40,0
3885,529.92,6.0479999999999995e-40,0,6.0479999999999995e-40,0
3886,529.97,1.7519999999999998e-39,0,1.7519999999999998e-39,0
3887,530.02,4.99e-39,0,4.99e-39,0
3888,530.07,1.395e-38,0,1.395e-38,0
3889,530.12,3.838e-38,0,3.838e-38,0
3890,530.17,1.036e-37,0,1.036e-37,0
3891,530.22,2.75e-37,0,2.75e-37,0
3892,530.27,7.1719999999999996e-37,0,7.1719999999999996e-37,0
3893,530.32,1.8379999999999998e-36,0,1.8379999999999998e-36,0
3894,530.37,4.625e-36,0,4.625e-36,0
3895,530.42,1.1429999999999999e-35,0,1.1429999999999999e-35,0
3896,530.47,2.78e-35,0,2.78e-35,0
3897,530.52,6.640999999999999e-35,0,6.640999999999999e-35,0
3898,530.57,1.558e-34,0,1.558e-34,0
3899,530.62,3.593e-34,0,3.593e-34,0
3900,530.67,8.136999999999999e-34,0,8.136999999999999e-34,0
3901,530.72,1.8099999999999998e-33,0,1.8099999999999998e-33,0
3902,530.77,3.961e-33,0,3.961e-33,0
3903,530.82,8.514e-33,0,8.514e-33,0
3904,530.87,1.7979999999999998e-32,0,1.7979999999999998e-32,0
3905,530.92,3.728e-32,0,3.728e-32,0
3906,530.97,7.600999999999999e-32,0,7.600999999999999e-32,0
3907,531.02,1.522e-31,0,1.522e-31,0
3908,531.07,2.9969999999999996e-31,0,2.9969999999999996e-31,0
3909,531.12,5.794e-31,0,5.794e-31,0
3910,531.17,1.1e-30,0,1.1e-30,0
3911,531.22,2.055e-30,0,2.055e-30,0
3912,531.27,3.771e-30,0,3.771e-30,0
3913,531.32,6.796e-30,0,6.796e-30,0
3914,531.37,1.2029999999999999e-29,0,1.2029999999999999e-29,0
3915,531.42,2.094e-29,0,2.094e-29,0
3916,531.47,3.581e-29,0,3.581e-29,0
3917,531.52,6.015e-29,0,6.015e-29,0
3918,531.57,9.929999999999999e-29,0,9.929999999999999e-29,0
3919,531.62,1.61e-28,0,1.61e-28,0
3920,531.67,2.566e-28,0,2.566e-28,0
3921,531.72,4.0179999999999994e-28,0,4.0179999999999994e-28,0
3922,531.77,6.182000000000001e-28,0,6.182000000000001e-28,0
3923,531.82,9.346e-28,0,9.346e-28,0
3924,531.87,1.3869999999999999e-27,0,1.3869999999999999e-27,0
