,Wavelength,Sum,Al I (4.9e-02),Al II (9.5e-01),Al III (7.0e-04)
187,212.42,3101.0,3101.0,0,0
188,212.47,2464.0,2464.0,0,0
189,212.52,1771.0,1771.0,0,0
190,212.57,1185.0,1185.0,0,0
191,212.62,811.6,811.6,0,0
192,212.67,696.7,696.7,0,0
193,212.72,837.9,837.9,0,0
194,212.77,1197.0,1197.0,0,0
195,212.82,1696.0,1696.0,0,0
196,212.87,2214.0,2214.0,0,0
197,212.92,2610.0,2610.0,0,0
198,212.97,2771.0,2771.0,0,0
199,213.02,2664.0,2664.0,0,0
200,213.07,2365.0,2365.0,0,0
201,213.12,2038.0,2038.0,0,0
202,213.17,1883.0,1883.0,0,0
203,213.22,2058.0,2058.0,0,0
204,213.27,2619.0,2619.0,0,0
205,213.32,3482.0,3482.0,0,0
206,213.37,4428.0,4428.0,0,0
207,213.42,5168.0,5168.0,0,0
208,213.47,5449.0,5449.0,0,0
209,213.52,5162.0,5162.0,0,0
210,213.57,4387.0,4387.0,0,0
211,213.62,3341.0,3341.0,0,0
212,213.67,2281.0,2281.0,0,0
213,213.72,1396.0,1396.0,0,0
214,213.77,765.1,765.1,0,0
215,213.82,375.9,375.9,0,0
216,213.87,165.6,165.6,0,0
217,213.92,65.82,65.82,0,0
218,213.97,25.09,25.09,0,0
219,214.02,14.16,14.16,0,0
220,214.07,23.04,23.04,0,0
221,214.12,58.09,58.09,0,0
222,214.17,141.9,141.9,0,0
223,214.22,313.4,313.4,0,0
224,214.27,621.2,621.2,0,0
225,214.32,1105.0,1105.0,0,0
226,214.37,1762.0,1762.0,0,0
227,214.42,2523.0,2523.0,0,0
228,214.47,3241.0,3241.0,0,0
229,214.52,3740.0,3740.0,0,0
230,214.57,3886.0,3886.0,0,0
231,214.62,3666.0,3666.0,0,0
232,214.67,3209.0,3209.0,0,0
233,214.72,2756.0,2756.0,0,0
234,214.77,2576.0,2576.0,0,0
235,214.82,2873.0,2873.0,0,0
236,214.87,3706.0,3706.0,0,0
237,214.92,4942.0,4942.0,0,0
238,214.97,6273.0,6273.0,0,0
239,215.02,7298.0,7298.0,0,0
240,215.07,7676.0,7676.0,0,0
241,215.12,7264.0,7264.0,0,0
242,215.17,6174.0,6174.0,0,0
243,215.22,4711.0,4711.0,0,0
244,215.27,3227.0,3227.0,0,0
245,215.32,1984.0,1984.0,0,0
246,215.37,1095.0,1095.0,0,0
247,215.42,542.3,542.3,0,2.382e-24
248,215.47,241.1,241.1,0,3.752e-23
249,215.52,96.18,96.18,0,5.3120000000000005e-22
250,215.57,34.44,34.44,0,6.762000000000001e-21
251,215.62,11.07,11.07,0,7.739e-20
252,215.67,3.194,3.194,0,7.962e-19
253,215.72,0.8269,0.8269,0,7.364e-18
254,215.77,0.1922,0.1922,0,6.124000000000001e-17
255,215.82,0.04009,0.04009,0,4.578000000000001e-16
256,215.87,0.007506999999999999,0.007506999999999999,0,3.077e-15
257,215.92,0.001279,0.001279,0,1.859e-14
258,215.97,0.00032219999999999997,0.00032219999999999997,0,1.01e-13
259,216.02,0.0008921,0.0008921,0,4.933e-13
260,216.07,0.005116,0.005116,0,2.166e-12
261,216.12,0.02713,0.02713,0,8.551000000000001e-12
262,216.17,0.1294,0.1294,0,3.035e-11
263,216.22,0.5552,0.5552,0,9.682e-11
264,216.27,2.142,2.142,0,2.777e-10
265,216.32,7.428,7.428,0,7.162000000000001e-10
266,216.37,23.16,23.16,0,1.66e-09
267,216.42,64.96,64.96,0,3.4610000000000004e-09
268,216.47,163.8,163.8,0,6.485e-09
269,216.52,371.3,371.3,0,1.0920000000000001e-08
270,216.57,756.9,756.9,0,1.655e-08
271,216.62,1387.0,1387.0,0,2.253e-08
272,216.67,2286.0,2286.0,0,2.758e-08
273,216.72,3388.0,3388.0,0,3.0350000000000004e-08
274,216.77,4516.0,4516.0,0,3.003e-08
275,216.82,5415.0,5415.0,0,2.6710000000000002e-08
276,216.87,5850.0,5850.0,0,2.136e-08
277,216.92,5715.0,5715.0,0,1.536e-08
278,216.97,5107.0,5107.0,0,9.926e-09
279,217.02,4312.0,4312.0,0,5.768e-09
280,217.07,3713.0,3713.0,0,3.0130000000000002e-09
281,217.12,3669.0,3669.0,0,1.4149999999999998e-09
282,217.17,4399.0,4399.0,0,5.976e-10
283,217.22,5893.0,5893.0,0,2.269e-10
284,217.27,7876.0,7876.0,0,7.743000000000001e-11
285,217.32,9847.0,9847.0,0,2.376e-11
286,217.37,11220.0,11220.0,0,6.553e-12
287,217.42,11560.0,11560.0,0,1.6249999999999998e-12
288,217.47,10730.0,10730.0,0,3.623e-13
289,217.52,8961.0,8961.0,0,7.262000000000001e-14
290,217.57,6734.0,6734.0,0,1.3090000000000001e-14
291,217.62,4553.0,4553.0,0,2.1199999999999997e-15
292,217.67,2769.0,2769.0,0,3.088e-16
293,217.72,1515.0,1515.0,0,4.044e-17
294,217.77,745.9,745.9,0,4.76e-18
295,217.82,330.3,330.3,0,5.038e-19
296,217.87,131.6,131.6,0,4.793e-20
297,217.92,47.16,47.16,7.55e-15,4.1e-21
298,217.97,15.21,15.21,1.164e-13,3.153e-22
299,218.02,4.4110000000000005,4.4110000000000005,1.617e-12,2.18e-23
300,218.07,1.151,1.151,2.0239999999999996e-11,0
301,218.12,0.2702,0.2702,2.2839999999999998e-10,0
302,218.17,0.05706,0.05706,2.323e-09,0
303,218.22,0.01084,0.01084,2.129e-08,0
304,218.27,0.001853,0.001853,1.759e-07,0
305,218.32,0.0002862,0.0002849,1.309e-06,0
306,218.37,4.819e-05,3.941e-05,8.786e-06,0
307,218.42,5.804e-05,4.904e-06,5.314e-05,0
308,218.47,0.00029019999999999995,5.489e-07,0.0002897,0
309,218.52,0.001424,5.5279999999999996e-08,0.001424,0
310,218.57,0.006309,5.009e-09,0.006309,0
311,218.62,0.0252,4.0839999999999995e-10,0.0252,0
312,218.67,0.09082,3.1649999999999995e-11,0.09082,0
313,218.72,0.2952,2.3570000000000002e-11,0.2952,0
314,218.77,0.8661,2.452e-10,0.8661,0
315,218.82,2.294,2.5109999999999997e-09,2.294,0
316,218.87,5.492999999999999,2.318e-08,5.492999999999999,0
317,218.92,11.9,1.93e-07,11.9,0
318,218.97,23.35,1.449e-06,23.35,0
319,219.02,41.61,9.81e-06,41.61,0
320,219.07,67.51,5.989e-05,67.51,0
321,219.12,100.1,0.0003298,100.1,0
322,219.17,136.3,0.001637,136.3,0
323,219.22,171.3,0.007331,171.3,0
324,219.27,200.3,0.0296,200.3,0
325,219.32,219.4,0.1078,219.3,0
326,219.37,226.5,0.3539,226.1,0
327,219.42,221.8,1.048,220.7,0
328,219.47,207.0,2.798,204.2,0
329,219.52,185.6,6.737,178.9,0
330,219.57,162.3,14.63,147.7,0
331,219.62,142.9,28.65,114.3,6.496e-22
332,219.67,133.0,50.6,82.39,9.409e-21
333,219.72,135.7,80.64,55.03,1.23e-19
334,219.77,149.9,116.1,33.87,1.4519999999999999e-18
335,219.82,170.5,151.4,19.12,1.5470000000000002e-17
336,219.87,190.7,180.8,9.87,1.4880000000000002e-16
337,219.92,208.2,203.5,4.643,1.291e-15
338,219.97,233.8,231.8,1.986,1.012e-14
339,220.02,301.7,300.9,0.7712,7.155e-14
340,220.07,478.0,477.7,0.2713,4.568e-13
341,220.12,863.0,862.9,0.0864,2.6319999999999993e-12
342,220.17,1576.0,1576.0,0.024880000000000003,1.369e-11
343,220.22,2713.0,2713.0,0.006475,6.428e-11
344,220.27,4275.0,4275.0,0.0015220000000000001,2.7239999999999996e-10
345,220.32,6109.0,6109.0,0.0003229,1.042e-09
346,220.37,7892.0,7892.0,6.183e-05,3.598e-09
347,220.42,9208.0,9208.0,1.068e-05,1.122e-08
348,220.47,9718.0,9718.0,1.665e-06,3.156e-08
349,220.52,9313.0,9313.0,2.3399999999999998e-07,8.015e-08
350,220.57,8210.0,8210.0,2.9660000000000002e-08,1.837e-07
351,220.62,6891.0,6891.0,3.39e-09,3.8030000000000004e-07
352,220.67,5960.0,5960.0,3.493e-10,7.106e-07
353,220.72,5953.0,5953.0,3.2460000000000003e-11,1.199e-06
354,220.77,7171.0,7171.0,2.719e-12,1.829e-06
355,220.82,9564.0,9564.0,2.052e-13,2.525e-06
356,220.87,12680.0,12680.0,1.397e-14,3.1660000000000003e-06
357,220.92,15740.0,15740.0,0,3.6319999999999997e-06
358,220.97,17870.0,17870.0,0,3.8719999999999995e-06
359,221.02,18390.0,18390.0,0,3.948e-06
360,221.07,17100.0,17100.0,0,4.026e-06
361,221.12,14370.0,14370.0,0,4.294e-06
362,221.17,10900.0,10900.0,0,4.856000000000001e-06
363,221.22,7462.0,7462.0,0,5.646e-06
364,221.27,4612.0,4612.0,0,6.432999999999999e-06
365,221.32,2573.0,2573.0,0,6.911e-06
366,221.37,1296.0,1296.0,0,6.847000000000001e-06
367,221.42,589.2,589.2,0,6.185e-06
368,221.47,241.8,241.8,0,5.067e-06
369,221.52,89.6,89.6,0,3.756e-06
370,221.57,29.96,29.96,0,2.516e-06
371,221.62,9.046,9.046,0,1.523e-06
372,221.67,2.465,2.465,0,8.324e-07
373,221.72,0.6064,0.6064,0,4.1090000000000006e-07
374,221.77,0.1347,0.1347,0,1.831e-07
375,221.82,0.026989999999999997,0.026989999999999997,0,7.372000000000001e-08
376,221.87,0.0048850000000000005,0.0048850000000000005,0,2.6789999999999997e-08
377,221.92,0.0007979,0.0007979,0,8.794999999999999e-09
378,221.97,0.0001176,0.0001176,0,2.6069999999999998e-09
379,222.02,1.566e-05,1.566e-05,0,6.977e-10
380,222.07,1.882e-06,1.882e-06,0,1.686e-10
381,222.12,2.041e-07,2.041e-07,0,3.68e-11
382,222.17,1.9990000000000002e-08,1.998e-08,0,7.252000000000001e-12
383,222.22,1.767e-09,1.7660000000000001e-09,0,1.2909999999999999e-12
384,222.27,1.4109999999999998e-10,1.409e-10,0,2.074e-13
385,222.32,1.018e-11,1.015e-11,0,3.01e-14
386,222.37,3.9439999999999994e-15,0,0,3.9439999999999994e-15
387,222.42,4.667e-16,0,0,4.667e-16
388,222.47,4.986e-17,0,0,4.986e-17
389,222.52,4.811e-18,0,0,4.811e-18
390,222.57,4.1920000000000005e-19,0,0,4.1920000000000005e-19
391,222.62,3.298e-20,0,0,3.298e-20
392,222.67,2.343e-21,0,0,2.343e-21
393,222.97,3.1440000000000002e-15,0,3.1440000000000002e-15,0
394,223.02,4.206e-14,0,4.206e-14,0
395,223.07,5.096e-13,0,5.096e-13,0
396,223.12,5.589e-12,0,5.589e-12,0
397,223.17,5.551e-11,0,5.551e-11,0
398,223.22,4.991000000000001e-10,0,4.991000000000001e-10,0
399,223.27,4.063e-09,0,4.063e-09,0
400,223.32,2.995e-08,0,2.995e-08,0
401,223.37,1.998e-07,0,1.998e-07,0
402,223.42,1.208e-06,0,1.208e-06,0
403,223.47,6.606e-06,0,6.606e-06,0
404,223.52,3.272e-05,0,3.272e-05,0
405,223.57,0.0001467,0,0.0001467,0
406,223.62,0.0005957000000000001,0,0.0005957000000000001,0
407,223.67,0.0021899999999999997,0,0.0021899999999999997,0
408,223.72,0.007289,0,0.007289,0
409,223.77,0.02197,0,0.02197,0
410,223.82,0.05993,0,0.05993,0
411,223.87,0.148,0,0.148,0
412,223.92,0.3311,0,0.3311,0
413,223.97,0.6706,0,0.6706,0
414,224.02,1.229,0,1.229,0
415,224.07,2.041,0,2.041,0
416,224.12,3.0669999999999997,0,3.0669999999999997,0
417,224.17,4.1739999999999995,0,4.1739999999999995,0
418,224.22,5.143,0,5.143,0
419,224.27,5.737,0,5.737,0
420,224.32,5.794,0,5.794,0
421,224.37,5.2989999999999995,0,5.2989999999999995,0
422,224.42,4.387,2.687e-14,4.387,0
423,224.47,3.2880000000000003,3.832e-13,3.2880000000000003,0
424,224.52,2.2319999999999998,4.955e-12,2.2319999999999998,0
425,224.57,1.371,5.8079999999999995e-11,1.371,0
426,224.62,0.763,6.172e-10,0.763,0
427,224.67,0.3844,5.947e-09,0.3844,0
428,224.72,0.1753,5.194e-08,0.1753,0
429,224.77,0.07239,4.1130000000000004e-07,0.07239,0
430,224.82,0.02707,2.953e-06,0.02706,0
431,224.87,0.009179999999999999,1.922e-05,0.009161,0
432,224.92,0.002921,0.0001134,0.0028079999999999997,0
433,224.97,0.0013859999999999999,0.0006065,0.0007791,0
434,225.02,0.003137,0.002941,0.00019569999999999999,0
435,225.07,0.012980000000000002,0.01293,4.452e-05,0
436,225.12,0.05155,0.051539999999999996,9.169e-06,0
437,225.17,0.1862,0.1862,1.71e-06,0
438,225.22,0.6101,0.6101,2.887e-07,0
439,225.27,1.8119999999999998,1.8119999999999998,4.412e-08,0
440,225.32,4.879,4.879,6.1070000000000005e-09,0
441,225.37,11.91,11.91,7.652e-10,0
442,225.42,26.35,26.35,8.681e-11,0
443,225.47,52.88,52.88,8.917e-12,0
444,225.52,96.19,96.19,8.293e-13,0
445,225.57,158.7,158.7,6.982999999999999e-14,0
446,225.62,237.6,237.6,5.323e-15,0
447,225.67,323.3,323.3,3.674e-16,0
448,225.72,402.0,402.0,0,0
449,225.77,463.6,463.6,0,0
450,225.82,514.6,514.6,0,0
451,225.87,595.9,595.9,0,0
452,225.92,798.3,798.3,0,0
453,225.97,1272.0,1272.0,0,0
454,226.02,2211.0,2211.0,0,0
455,226.07,3809.0,3809.0,0,0
456,226.12,6160.0,6160.0,0,0
457,226.17,9147.0,9147.0,0,0
458,226.22,12380.0,12380.0,0,0
459,226.27,15210.0,15210.0,0,0
460,226.32,16990.0,16990.0,0,0
461,226.37,17260.0,17260.0,0,0
462,226.42,16020.0,16020.0,0,0
463,226.47,13800.0,13800.0,0,0
464,226.52,11450.0,11450.0,0,0
465,226.57,9941.0,9941.0,0,0
466,226.62,10050.0,10050.0,0,0
467,226.67,12160.0,12160.0,0,0
468,226.72,16100.0,16100.0,0,0
469,226.77,21110.0,21110.0,0,0
470,226.82,25970.0,25970.0,0,0
471,226.87,29340.0,29340.0,0,0
472,226.92,30210.0,30210.0,0,0
473,226.97,28260.0,28260.0,0,0
474,227.02,24000.0,24000.0,0,0
475,227.07,18500.0,18500.0,0,0
476,227.12,12940.0,12940.0,0,0
477,227.17,8217.0,8217.0,0,0
478,227.22,4734.0,4734.0,0,0
479,227.27,2475.0,2475.0,0,0
480,227.32,1174.0,1174.0,0,0
481,227.37,505.7,505.7,0,0
482,227.42,197.6,197.6,0,0
483,227.47,70.08,70.08,0,0
484,227.52,22.55,22.55,0,0
485,227.57,6.586,6.586,0,0
486,227.62,1.745,1.745,0,0
487,227.67,0.4198,0.4198,0,0
488,227.72,0.09162000000000001,0.09162000000000001,0,0
489,227.77,0.01815,0.01815,0,0
490,227.82,0.0032619999999999997,0.0032619999999999997,0,0
491,227.87,0.0005321000000000001,0.0005321000000000001,0,0
492,227.92,7.877e-05,7.877e-05,0,0
493,227.97,1.058e-05,1.058e-05,0,0
494,228.02,1.29e-06,1.29e-06,0,0
495,228.07,1.427e-07,1.427e-07,0,0
496,228.12,1.433e-08,1.433e-08,0,0
497,228.17,1.306e-09,1.306e-09,0,0
498,228.22,1.08e-10,1.08e-10,0,0
499,228.27,8.102000000000001e-12,8.102000000000001e-12,0,0
500,228.57,1.6600000000000001e-21,0,0,1.6600000000000001e-21
501,228.62,2.113e-20,0,0,2.113e-20
502,228.67,2.4460000000000003e-19,0,0,2.4460000000000003e-19
503,228.72,2.577e-18,0,0,2.577e-18
504,228.77,2.47e-17,0,0,2.47e-17
505,228.82,2.1539999999999998e-16,0,0,2.1539999999999998e-16
506,228.87,1.709e-15,0,0,1.709e-15
507,228.92,1.233e-14,0,0,1.233e-14
508,228.97,8.099e-14,0,0,8.099e-14
509,229.02,4.838e-13,0,0,4.838e-13
510,229.07,2.6289999999999994e-12,0,0,2.6289999999999994e-12
511,229.12,1.2999999999999999e-11,0,0,1.2999999999999999e-11
512,229.17,5.846999999999999e-11,0,0,5.846999999999999e-11
513,229.22,2.393e-10,0,0,2.393e-10
514,229.27,8.907000000000001e-10,0,0,8.907000000000001e-10
515,229.32,3.0170000000000002e-09,0,0,3.0170000000000002e-09
516,229.37,9.296e-09,0,0,9.296e-09
517,229.42,2.6060000000000003e-08,0,0,2.6060000000000003e-08
518,229.47,6.646e-08,0,0,6.646e-08
519,229.52,1.542e-07,0,0,1.542e-07
520,229.57,3.255e-07,0,0,3.255e-07
521,229.62,6.251e-07,0,0,6.251e-07
522,229.67,1.092e-06,0,0,1.092e-06
523,229.72,1.736e-06,0,0,1.736e-06
524,229.77,2.51e-06,0,0,2.51e-06
525,229.82,3.302e-06,0,0,3.302e-06
526,229.87,3.952e-06,0,0,3.952e-06
527,229.92,4.303e-06,0,0,4.303e-06
528,229.97,4.262e-06,0,0,4.262e-06
529,230.02,3.841e-06,0,0,3.841e-06
530,230.07,3.149e-06,0,0,3.149e-06
531,230.12,2.349e-06,0,0,2.349e-06
532,230.17,1.5940000000000001e-06,0,0,1.5940000000000001e-06
533,230.22,9.842e-07,0,0,9.842e-07
534,230.27,5.528e-07,0,0,5.528e-07
535,230.32,2.824e-07,0,0,2.824e-07
536,230.37,1.3130000000000002e-07,0,0,1.3130000000000002e-07
537,230.42,5.553e-08,0,0,5.553e-08
538,230.47,2.137e-08,0,0,2.137e-08
539,230.52,7.479e-09,0,0,7.479e-09
540,230.57,2.382e-09,0,0,2.382e-09
541,230.62,6.900000000000001e-10,0,0,6.900000000000001e-10
542,230.67,1.819e-10,0,0,1.819e-10
543,230.72,4.3610000000000005e-11,0,0,4.3610000000000005e-11
544,230.77,9.513999999999998e-12,0,0,9.513999999999998e-12
545,230.82,1.888e-12,0,0,1.888e-12
546,230.87,3.409e-13,0,0,3.409e-13
547,230.92,5.601e-14,0,0,5.601e-14
548,230.97,8.37e-15,0,0,8.37e-15
549,231.02,5.1289999999999995e-15,0,3.9909999999999996e-15,1.1380000000000002e-15
550,231.07,5.102e-14,0,5.088e-14,1.4080000000000002e-16
551,231.12,5.914e-13,0,5.914e-13,1.5840000000000002e-17
552,231.17,6.273999999999999e-12,0,6.273999999999999e-12,1.622e-18
553,231.22,6.061e-11,0,6.061e-11,1.51e-19
554,231.27,5.339e-10,0,5.339e-10,1.2799999999999999e-20
555,231.32,4.288e-09,0,4.288e-09,9.866e-22
556,231.37,3.139e-08,0,3.139e-08,0
557,231.42,2.096e-07,0,2.096e-07,0
558,231.47,1.276e-06,0,1.276e-06,0
559,231.52,7.083e-06,0,7.083e-06,0
560,231.58,4.906e-05,0,4.906e-05,0
561,231.63,0.00022250000000000001,0,0.00022250000000000001,0
562,231.68,0.0009202,0,0.0009202,0
563,231.73,0.0034729999999999995,0,0.0034729999999999995,0
564,231.78,0.01197,0,0.01197,0
565,231.83,0.03764,0,0.03764,0
566,231.88,0.1082,0,0.1082,0
567,231.93,0.2841,0,0.2841,0
568,231.98,0.6826,0,0.6826,0
569,232.03,1.501,0,1.501,0
570,232.08,3.0260000000000002,0,3.0260000000000002,0
571,232.13,5.599,0,5.599,0
572,232.18,9.525,0,9.525,0
573,232.23,14.93,0,14.93,0
574,232.28,21.61,0,21.61,0
575,232.33,28.96,0,28.96,0
576,232.38,36.04,0,36.04,0
577,232.43,41.77,0,41.77,0
578,232.48,45.2,0,45.2,0
579,232.53,45.74,0,45.74,0
580,232.58,43.36,0,43.36,0
581,232.63,38.48,0,38.48,0
582,232.68,31.96,0,31.96,0
583,232.73,24.8,0,24.8,0
584,232.78,17.94,0,17.94,0
585,232.83,12.06,0,12.06,0
586,232.88,7.521,0,7.521,0
587,232.93,4.3389999999999995,0,4.3389999999999995,0
588,232.98,2.311,0,2.311,0
589,233.03,1.1340000000000001,0,1.1340000000000001,0
590,233.08,0.5117,0,0.5117,0
591,233.13,0.2121,0,0.2121,0
592,233.18,0.08065,0,0.08065,0
593,233.23,0.028110000000000003,0,0.028110000000000003,0
594,233.28,0.008971,0,0.008971,0
595,233.33,0.00262,0,0.00262,0
596,233.38,0.0006997,0,0.0006997,0
597,233.43,0.00017080000000000003,0,0.00017080000000000003,0
598,233.48,3.811e-05,0,3.811e-05,0
599,233.53,7.765e-06,0,7.765e-06,0
600,233.58,1.445e-06,0,1.445e-06,0
601,233.63,2.454e-07,0,2.454e-07,0
602,233.68,3.805e-08,0,3.805e-08,0
603,233.73,5.383e-09,0,5.383e-09,0
604,233.78,6.948999999999999e-10,0,6.948999999999999e-10,0
605,233.83,8.185e-11,0,8.185e-11,0
606,233.88,8.794e-12,0,8.794e-12,0
607,233.93,8.619e-13,0,8.619e-13,0
608,233.98,7.64e-14,0,7.64e-14,0
609,234.03,6.238e-15,0,6.238e-15,0
610,235.28,3.1319999999999996e-12,3.1319999999999996e-12,0,0
611,235.33,3.845e-11,3.845e-11,0,0
612,235.38,4.3160000000000004e-10,4.3160000000000004e-10,0,0
613,235.43,4.433e-09,4.433e-09,0,0
614,235.48,4.163e-08,4.163e-08,0,0
615,235.53,3.5759999999999997e-07,3.5759999999999997e-07,0,0
616,235.58,2.81e-06,2.81e-06,0,0
617,235.63,2.019e-05,2.019e-05,0,0
618,235.68,0.0001327,0.0001327,0,0
619,235.73,0.0007979,0.0007979,0,0
620,235.78,0.004386999999999999,0.004386999999999999,0,0
621,235.83,0.02206,0.02206,0,0
622,235.88,0.1015,0.1015,0,0
623,235.93,0.427,0.427,0,0
624,235.98,1.643,1.643,0,0
625,236.03,5.782,5.782,0,0
626,236.08,18.61,18.61,0,0
627,236.13,54.79,54.79,0,0
628,236.18,147.5,147.5,0,0
629,236.23,363.4,363.4,0,0
630,236.28,818.5,818.5,0,0
631,236.33,1686.0,1686.0,0,0
632,236.38,3178.0,3178.0,0,0
633,236.43,5477.0,5477.0,0,0
634,236.48,8634.0,8634.0,0,0
635,236.53,12450.0,12450.0,0,0
636,236.58,16420.0,16420.0,0,0
637,236.63,19810.0,19810.0,0,0
638,236.68,21880.0,21880.0,0,0
639,236.73,22160.0,22160.0,0,0
640,236.78,20660.0,20660.0,0,0
641,236.83,17940.0,17940.0,0,0
642,236.88,14980.0,14980.0,0,0
643,236.93,12870.0,12870.0,0,0
644,236.98,12590.0,12590.0,0,0
645,237.03,14770.0,14770.0,0,0
646,237.08,19470.0,19470.0,0,0
647,237.13,26120.0,26120.0,0,0
648,237.18,33510.0,33510.0,0,0
649,237.23,40010.0,40010.0,0,0
650,237.28,43980.0,43980.0,0,0
651,237.33,44360.0,44360.0,0,0
652,237.38,41010.0,41010.0,0,0
653,237.43,34750.0,34750.0,0,0
654,237.48,27030.0,27030.0,0,0
655,237.53,19350.0,19350.0,0,0
656,237.58,12870.0,12870.0,0,0
657,237.63,8113.0,8113.0,0,0
658,237.68,5059.0,5059.0,0,0
659,237.73,3339.0,3339.0,0,0
660,237.78,2476.0,2476.0,0,0
661,237.83,2048.0,2048.0,0,0
662,237.88,1770.0,1770.0,0,0
663,237.93,1500.0,1500.0,0,0
664,237.98,1199.0,1199.0,0,0
665,238.03,888.4,888.4,0,0
666,238.08,605.5,605.5,0,0
667,238.13,378.6,378.6,0,0
668,238.18,216.8,216.8,0,0
669,238.23,113.7,113.7,0,0
670,238.28,54.59,54.59,0,0
671,238.33,23.99,23.99,0,0
672,238.38,9.654,9.654,0,0
673,238.43,3.556,3.556,0,0
674,238.48,1.199,1.199,0,0
675,238.53,0.37,0.37,0,0
676,238.58,0.1045,0.1045,0,0
677,238.63,0.027039999999999998,0.027039999999999998,0,0
678,238.68,0.0064010000000000004,0.0064010000000000004,0,0
679,238.73,0.001387,0.001387,0,0
680,238.78,0.00027519999999999997,0.00027519999999999997,0,0
681,238.83,4.998e-05,4.998e-05,0,0
682,238.88,8.307999999999999e-06,8.307999999999999e-06,0,0
683,238.93,1.264e-06,1.264e-06,0,0
684,238.98,1.761e-07,1.761e-07,0,0
685,239.03,2.246e-08,2.246e-08,0,0
686,239.08,2.622e-09,2.622e-09,0,0
687,239.13,2.8019999999999997e-10,2.8019999999999997e-10,0,0
688,239.18,2.7399999999999997e-11,2.7399999999999997e-11,0,0
689,239.23,2.454e-12,2.454e-12,0,0
690,239.28,2.011e-13,2.011e-13,0,0
691,240.78,1.382e-23,0,0,1.382e-23
692,240.83,1.594e-22,0,0,1.594e-22
693,240.88,1.6880000000000002e-21,0,0,1.6880000000000002e-21
694,240.93,1.643e-20,0,0,1.643e-20
695,240.98,1.467e-19,0,0,1.467e-19
696,241.03,1.2040000000000001e-18,0,0,1.2040000000000001e-18
697,241.08,9.07e-18,0,0,9.07e-18
698,241.13,6.275e-17,0,0,6.275e-17
699,241.18,3.987e-16,0,0,3.987e-16
700,241.23,2.3260000000000003e-15,0,0,2.3260000000000003e-15
701,241.28,1.246e-14,0,0,1.246e-14
702,241.33,6.132000000000001e-14,0,0,6.132000000000001e-14
703,241.38,2.771e-13,0,0,2.771e-13
704,241.43,1.15e-12,0,0,1.15e-12
705,241.48,4.381e-12,0,0,4.381e-12
706,241.53,1.533e-11,0,0,1.533e-11
707,241.58,4.926e-11,0,0,4.926e-11
708,241.63,1.454e-10,0,0,1.454e-10
709,241.68,3.9389999999999995e-10,0,0,3.9389999999999995e-10
710,241.73,9.803e-10,0,0,9.803e-10
711,241.78,2.24e-09,0,0,2.24e-09
712,241.83,4.702e-09,0,0,4.702e-09
713,241.88,9.061000000000001e-09,0,0,9.061000000000001e-09
714,241.93,1.604e-08,0,0,1.604e-08
715,241.98,2.6069999999999998e-08,0,0,2.6069999999999998e-08
716,242.03,3.8900000000000004e-08,0,0,3.8900000000000004e-08
717,242.08,5.332000000000001e-08,0,0,5.332000000000001e-08
718,242.13,6.711e-08,0,0,6.711e-08
719,242.18,7.758e-08,0,0,7.758e-08
720,242.23,8.234e-08,0,0,8.234e-08
721,242.28,8.025999999999999e-08,0,0,8.025999999999999e-08
722,242.33,7.185e-08,0,0,7.185e-08
723,242.38,5.906000000000001e-08,0,0,5.906000000000001e-08
724,242.43,4.459e-08,0,0,4.459e-08
725,242.48,3.0910000000000003e-08,0,0,3.0910000000000003e-08
726,242.53,1.968e-08,0,0,1.968e-08
727,242.58,1.1499999999999999e-08,0,0,1.1499999999999999e-08
728,242.63,6.176e-09,0,0,6.176e-09
729,242.68,3.045e-09,0,0,3.045e-09
730,242.73,1.378e-09,0,0,1.378e-09
731,242.78,5.731e-10,0,0,5.731e-10
732,242.83,2.188e-10,0,0,2.188e-10
733,242.88,7.672e-11,0,0,7.672e-11
734,242.93,2.47e-11,0,0,2.47e-11
735,242.98,7.304e-12,0,0,7.304e-12
736,243.03,1.9830000000000003e-12,0,0,1.9830000000000003e-12
737,243.08,4.946e-13,0,0,4.946e-13
738,243.13,1.132e-13,0,0,1.132e-13
739,243.18,2.3809999999999998e-14,0,0,2.3809999999999998e-14
740,243.23,4.599e-15,0,0,4.599e-15
741,243.28,8.154999999999999e-16,0,0,8.154999999999999e-16
742,243.33,1.328e-16,0,0,1.328e-16
743,243.38,1.986e-17,0,0,1.986e-17
744,243.43,2.728e-18,0,0,2.728e-18
745,243.48,3.44e-19,0,0,3.44e-19
746,243.53,3.984e-20,0,0,3.984e-20
747,243.58,4.238e-21,0,0,4.238e-21
748,243.63,4.1389999999999996e-22,0,0,4.1389999999999996e-22
749,243.68,3.712e-23,0,0,3.712e-23
750,246.03,5.161e-15,0,5.161e-15,0
751,246.08,5.732e-14,0,5.732e-14,0
752,246.13,5.867e-13,0,5.867e-13,0
753,246.18,5.5340000000000005e-12,0,5.5340000000000005e-12,0
754,246.23,4.811e-11,0,4.811e-11,0
755,246.28,3.855e-10,0,3.855e-10,0
756,246.33,2.847e-09,0,2.847e-09,0
757,246.38,1.9369999999999997e-08,0,1.9369999999999997e-08,0
758,246.43,1.215e-07,0,1.215e-07,0
759,246.48,7.025e-07,0,7.025e-07,0
