Wavelength,Sum,Mg I (3.8e-02),Mg II (9.5e-01),Mg III (8.2e-03)
333.71,2.324e+3,2.324e+3,,
333.76,2.145e+3,2.145e+3,,
333.81,1.907e+3,1.907e+3,,
333.86,1.629e+3,1.629e+3,,
333.91,1.335e+3,1.335e+3,,
333.96,1.048e+3,1.048e+3,,
334.01,7.872e+2,7.872e+2,,
334.06,5.661e+2,5.661e+2,,
334.11,3.895e+2,3.895e+2,,
334.16,2.563e+2,2.563e+2,,
334.21,1.613e+2,1.613e+2,,
334.26,9.707e+1,9.707e+1,,
334.31,5.586e+1,5.586e+1,,
334.36,3.074e+1,3.074e+1,,
334.41,1.617e+1,1.617e+1,,
334.46,8.133e+0,8.133e+0,,
334.51,3.911e+0,3.911e+0,,
334.56,1.798e+0,1.798e+0,,
334.61,7.906e-1,7.906e-1,,
334.66,3.323e-1,3.323e-1,,
334.71,1.335e-1,1.335e-1,,
334.76,5.130e-2,5.130e-2,,
334.81,1.884e-2,1.884e-2,,
334.86,6.618e-3,6.618e-3,,
334.91,2.222e-3,2.222e-3,,
334.96,7.134e-4,7.134e-4,,
335.01,2.190e-4,2.190e-4,,
335.06,6.425e-5,6.425e-5,,
335.11,1.803e-5,1.803e-5,,
335.16,4.836e-6,4.836e-6,,
335.21,1.240e-6,1.240e-6,,
335.26,3.041e-7,3.041e-7,,
335.31,7.129e-8,7.129e-8,,
335.36,1.598e-8,1.598e-8,,
335.41,3.424e-9,3.424e-9,,
335.46,7.015e-10,7.015e-10,,
335.51,1.374e-10,1.374e-10,,
335.56,2.574e-11,2.574e-11,,
335.61,4.608e-12,4.608e-12,,
335.66,7.889e-13,7.889e-13,,
351.36,2.826e-15,,2.826e-15,
351.41,1.535e-14,,1.535e-14,
351.46,8.015e-14,,8.015e-14,
351.51,4.020e-13,,4.020e-13,
351.56,1.937e-12,,1.937e-12,
351.61,8.968e-12,,8.968e-12,
351.66,3.989e-11,,3.989e-11,
351.71,1.705e-10,,1.705e-10,
351.76,7.000e-10,,7.000e-10,
351.81,2.761e-9,,2.761e-9,
351.86,1.047e-8,,1.047e-8,
351.91,3.811e-8,,3.811e-8,
351.96,1.334e-7,,1.334e-7,
352.01,4.483e-7,,4.483e-7,
352.06,1.448e-6,,1.448e-6,
352.11,4.493e-6,,4.493e-6,
352.16,1.339e-5,,1.339e-5,
352.21,3.837e-5,,3.837e-5,
352.26,1.056e-4,,1.056e-4,
352.31,2.792e-4,,2.792e-4,
352.36,7.095e-4,,7.095e-4,
352.41,1.732e-3,,1.732e-3,
352.46,4.063e-3,,4.063e-3,
352.51,9.157e-3,,9.157e-3,
352.56,1.983e-2,,1.983e-2,
352.61,4.128e-2,,4.128e-2,
352.66,8.256e-2,,8.256e-2,
352.71,1.587e-1,,1.587e-1,
352.76,2.933e-1,,2.933e-1,
352.81,5.210e-1,,5.210e-1,
352.86,8.901e-1,,8.901e-1,
352.91,1.463e+0,,1.463e+0,
352.96,2.313e+0,,2.313e+0,
353.01,3.521e+0,,3.521e+0,
353.06,5.164e+0,,5.164e+0,
353.11,7.304e+0,,7.304e+0,
353.16,9.974e+0,,9.974e+0,
353.21,1.317e+1,,1.317e+1,
353.26,1.684e+1,,1.684e+1,
353.31,2.090e+1,,2.090e+1,
353.36,2.525e+1,,2.525e+1,
353.41,2.975e+1,,2.975e+1,
353.46,3.429e+1,,3.429e+1,
353.51,3.875e+1,,3.875e+1,
353.56,4.301e+1,,4.301e+1,
353.61,4.694e+1,,4.694e+1,
353.66,5.034e+1,,5.034e+1,
353.71,5.301e+1,,5.301e+1,
353.76,5.470e+1,,5.470e+1,
353.81,5.518e+1,,5.518e+1,
353.86,5.427e+1,,5.427e+1,
353.91,5.189e+1,,5.189e+1,
353.96,4.814e+1,,4.814e+1,
354.01,4.324e+1,,4.324e+1,
354.06,3.755e+1,,3.755e+1,
354.11,3.148e+1,,3.148e+1,
354.16,2.547e+1,,2.547e+1,
354.21,1.991e+1,,1.991e+1,
354.26,1.506e+1,,1.506e+1,
354.31,1.111e+1,,1.111e+1,
354.36,8.128e+0,,8.128e+0,
354.41,6.084e+0,,6.084e+0,
354.46,4.911e+0,,4.911e+0,
354.51,4.506e+0,,4.506e+0,
354.56,4.759e+0,,4.759e+0,
354.61,5.562e+0,,5.562e+0,
354.66,6.814e+0,,6.814e+0,
354.71,8.414e+0,,8.414e+0,
354.76,1.027e+1,,1.027e+1,
354.81,1.230e+1,,1.230e+1,
354.86,1.442e+1,,1.442e+1,
354.91,1.656e+1,,1.656e+1,
354.96,1.868e+1,,1.868e+1,
355.01,2.071e+1,,2.071e+1,
355.07,2.296e+1,,2.296e+1,
355.12,2.458e+1,,2.458e+1,
355.17,2.586e+1,,2.586e+1,
355.22,2.668e+1,,2.668e+1,
355.27,2.692e+1,,2.692e+1,
355.32,2.650e+1,,2.650e+1,
355.37,2.537e+1,,2.537e+1,
355.42,2.357e+1,,2.357e+1,
355.47,2.120e+1,,2.120e+1,
355.52,1.843e+1,,1.843e+1,
355.57,1.548e+1,,1.548e+1,
355.62,1.253e+1,,1.253e+1,
355.67,9.771e+0,,9.771e+0,
355.72,7.339e+0,,7.339e+0,
355.77,5.305e+0,,5.305e+0,
355.82,3.690e+0,,3.690e+0,
355.87,2.468e+0,,2.468e+0,
355.92,1.588e+0,,1.588e+0,
355.97,9.824e-1,,9.824e-1,
356.02,5.843e-1,,5.843e-1,
356.07,3.341e-1,,3.341e-1,
356.12,1.837e-1,,1.837e-1,
356.17,9.705e-2,,9.705e-2,
356.22,4.929e-2,,4.929e-2,
356.27,2.407e-2,,2.407e-2,
356.32,1.130e-2,,1.130e-2,
356.37,5.096e-3,,5.096e-3,
356.42,2.209e-3,,2.209e-3,
356.47,9.209e-4,,9.209e-4,
356.52,3.689e-4,,3.689e-4,
356.57,1.420e-4,,1.420e-4,
356.62,5.257e-5,,5.257e-5,
356.67,1.870e-5,,1.870e-5,
356.72,6.395e-6,,6.395e-6,
356.77,2.102e-6,,2.102e-6,
356.82,6.639e-7,,6.639e-7,
356.87,2.016e-7,,2.016e-7,
356.92,5.883e-8,,5.883e-8,
356.97,1.650e-8,,1.650e-8,
357.02,4.449e-9,,4.449e-9,
357.07,1.153e-9,,1.153e-9,
357.12,2.872e-10,,2.872e-10,
357.17,6.876e-11,,6.876e-11,
357.22,1.582e-11,,1.582e-11,
357.27,3.500e-12,,3.500e-12,
357.32,7.441e-13,,7.441e-13,
357.37,1.520e-13,,1.520e-13,
357.42,2.986e-14,,2.986e-14,
357.47,5.638e-15,,5.638e-15,
359.22,8.854e-16,,8.854e-16,
359.27,4.541e-15,,4.541e-15,
359.32,2.241e-14,,2.241e-14,
359.37,1.066e-13,,1.066e-13,
359.42,4.876e-13,,4.876e-13,
359.47,2.146e-12,,2.146e-12,
359.52,9.092e-12,,9.092e-12,
359.57,3.707e-11,,3.707e-11,
359.62,1.455e-10,,1.455e-10,
359.67,5.495e-10,,5.495e-10,
359.72,1.997e-9,,1.997e-9,
359.77,6.989e-9,,6.989e-9,
359.82,2.354e-8,,2.354e-8,
359.87,7.631e-8,,7.631e-8,
359.92,2.381e-7,,2.381e-7,
359.97,7.151e-7,,7.151e-7,
360.02,2.067e-6,,2.067e-6,
360.07,5.753e-6,,5.753e-6,
360.12,1.541e-5,,1.541e-5,
360.17,3.973e-5,,3.973e-5,
360.22,9.863e-5,,9.863e-5,
360.27,2.357e-4,,2.357e-4,
360.32,5.422e-4,,5.422e-4,
360.37,1.201e-3,,1.201e-3,
360.42,2.561e-3,,2.561e-3,
360.47,5.258e-3,,5.258e-3,
360.52,1.040e-2,,1.040e-2,
360.57,1.980e-2,4.673e-15,1.980e-2,
360.62,3.630e-2,2.422e-14,3.630e-2,
360.67,6.410e-2,1.208e-13,6.410e-2,
360.72,1.090e-1,5.802e-13,1.090e-1,
360.77,1.787e-1,2.683e-12,1.787e-1,
360.82,2.821e-1,1.194e-11,2.821e-1,
360.87,4.293e-1,5.118e-11,4.293e-1,
360.92,6.294e-1,2.111e-10,6.294e-1,
360.97,8.895e-1,8.385e-10,8.895e-1,
361.02,1.212e+0,3.206e-9,1.212e+0,
361.07,1.592e+0,1.180e-8,1.592e+0,
361.12,2.018e+0,4.183e-8,2.018e+0,
361.17,2.466e+0,1.427e-7,2.466e+0,
361.22,2.909e+0,4.687e-7,2.909e+0,
361.27,3.311e+0,1.482e-6,3.311e+0,
361.32,3.638e+0,4.512e-6,3.638e+0,
361.37,3.861e+0,1.322e-5,3.861e+0,
361.42,3.957e+0,3.731e-5,3.957e+0,
361.47,3.918e+0,1.013e-4,3.918e+0,
361.52,3.749e+0,2.650e-4,3.749e+0,
361.57,3.467e+0,6.672e-4,3.467e+0,
361.62,3.101e+0,1.617e-3,3.099e+0,
361.67,2.682e+0,3.773e-3,2.679e+0,
361.72,2.247e+0,8.476e-3,2.239e+0,
361.77,1.828e+0,1.833e-2,1.809e+0,
361.82,1.452e+0,3.816e-2,1.414e+0,
361.87,1.145e+0,7.649e-2,1.069e+0,
361.92,9.286e-1,1.476e-1,7.811e-1,
361.97,8.261e-1,2.742e-1,5.519e-1,
362.02,8.673e-1,4.903e-1,3.770e-1,
362.07,1.093e+0,8.442e-1,2.489e-1,
362.12,1.558e+0,1.399e+0,1.588e-1,
362.17,2.331e+0,2.233e+0,9.790e-2,
362.22,3.489e+0,3.430e+0,5.829e-2,
362.27,5.107e+0,5.073e+0,3.352e-2,
362.32,7.242e+0,7.223e+0,1.861e-2,
362.37,9.912e+0,9.902e+0,9.969e-3,
362.42,1.307e+1,1.307e+1,5.154e-3,
362.47,1.660e+1,1.660e+1,2.571e-3,
362.52,2.030e+1,2.030e+1,1.237e-3,
362.57,2.391e+1,2.391e+1,5.737e-4,
362.62,2.710e+1,2.710e+1,2.566e-4,
362.67,2.958e+1,2.958e+1,1.106e-4,
362.72,3.107e+1,3.107e+1,4.597e-5,
362.77,3.143e+1,3.143e+1,1.841e-5,
362.82,3.060e+1,3.060e+1,7.101e-6,
362.87,2.869e+1,2.869e+1,2.639e-6,
362.92,2.589e+1,2.589e+1,9.450e-7,
362.97,2.250e+1,2.250e+1,3.259e-7,
363.02,1.882e+1,1.882e+1,1.082e-7,
363.07,1.515e+1,1.515e+1,3.462e-8,
363.12,1.175e+1,1.175e+1,1.066e-8,
363.17,8.768e+0,8.768e+0,3.162e-9,
363.22,6.300e+0,6.300e+0,9.028e-10,
363.27,4.358e+0,4.358e+0,2.482e-10,
363.32,2.902e+0,2.902e+0,6.569e-11,
363.37,1.861e+0,1.861e+0,1.674e-11,
363.42,1.148e+0,1.148e+0,4.106e-12,
363.47,6.824e-1,6.824e-1,9.697e-13,
363.52,3.904e-1,3.904e-1,2.204e-13,
363.57,2.150e-1,2.150e-1,4.824e-14,
363.62,1.140e-1,1.140e-1,1.010e-14,
363.67,5.818e-2,5.818e-2,2.050e-15,
363.72,2.859e-2,2.859e-2,4.003e-16,
363.77,1.353e-2,1.353e-2,,
363.82,6.160e-3,6.160e-3,,
363.87,2.701e-3,2.701e-3,,
363.92,1.140e-3,1.140e-3,,
363.97,4.634e-4,4.634e-4,,
364.02,1.813e-4,1.813e-4,,
364.07,6.833e-5,6.833e-5,,
364.12,2.482e-5,2.482e-5,,
364.17,8.709e-6,8.709e-6,,
364.22,2.974e-6,2.974e-6,,
364.27,1.011e-6,1.011e-6,,
364.32,3.648e-7,3.648e-7,,
364.37,1.592e-7,1.592e-7,,
364.42,9.447e-8,9.447e-8,,
364.47,7.205e-8,7.205e-8,,
364.52,6.114e-8,6.114e-8,,
364.57,5.274e-8,5.274e-8,,
364.62,4.463e-8,4.463e-8,,
364.67,3.661e-8,3.661e-8,,
364.72,2.900e-8,2.900e-8,,
364.77,2.216e-8,2.216e-8,,
364.82,1.631e-8,1.631e-8,,
364.87,1.157e-8,1.157e-8,,
364.92,7.905e-9,7.905e-9,,
364.97,5.203e-9,5.203e-9,,
365.02,3.298e-9,3.298e-9,,
365.07,2.013e-9,2.013e-9,,
365.12,1.184e-9,1.184e-9,,
365.17,6.704e-10,6.704e-10,,
365.22,3.656e-10,3.656e-10,,
365.27,1.920e-10,1.920e-10,,
365.32,9.712e-11,9.712e-11,,
365.37,4.731e-11,4.731e-11,,
365.42,2.219e-11,2.219e-11,,
365.47,1.003e-11,1.003e-11,,
365.52,4.362e-12,4.362e-12,,
365.57,1.828e-12,1.828e-12,,
365.62,7.375e-13,7.375e-13,,
365.67,2.866e-13,2.866e-13,,
365.72,1.073e-13,1.073e-13,,
365.77,3.866e-14,3.866e-14,,
365.82,1.342e-14,1.342e-14,,
365.87,4.485e-15,4.485e-15,,
365.92,1.444e-15,1.444e-15,,
365.97,4.476e-16,4.476e-16,,
366.02,1.336e-16,1.336e-16,,
366.07,3.842e-17,3.842e-17,,
366.12,1.064e-17,1.064e-17,,
366.17,2.837e-18,2.837e-18,,
366.22,7.286e-19,7.286e-19,,
366.27,1.802e-19,1.802e-19,,
366.32,4.292e-20,4.292e-20,,
366.37,9.845e-21,9.845e-21,,
366.42,2.175e-21,2.175e-21,,
366.47,4.627e-22,4.627e-22,,
366.52,9.479e-23,9.479e-23,,
366.57,1.870e-23,1.870e-23,,
380.62,1.898e-12,1.898e-12,,
380.67,9.077e-12,9.077e-12,,
380.72,4.196e-11,4.196e-11,,
380.77,1.875e-10,1.875e-10,,
380.82,8.095e-10,8.095e-10,,
380.87,3.378e-9,3.378e-9,,
380.92,1.363e-8,1.363e-8,,
380.97,5.315e-8,5.315e-8,,
381.02,2.003e-7,2.003e-7,,
381.07,7.293e-7,7.293e-7,,
381.12,2.567e-6,2.567e-6,,
381.17,8.733e-6,8.733e-6,,
381.22,2.872e-5,2.872e-5,,
381.27,9.127e-5,9.127e-5,,
381.32,2.804e-4,2.804e-4,,
381.37,8.325e-4,8.325e-4,,
381.42,2.389e-3,2.389e-3,,
381.47,6.629e-3,6.629e-3,,
381.52,1.778e-2,1.778e-2,,
381.57,4.609e-2,4.609e-2,,
381.62,1.155e-1,1.155e-1,,
381.67,2.800e-1,2.800e-1,,
381.72,6.560e-1,6.560e-1,,
381.77,1.486e+0,1.486e+0,,
381.82,3.257e+0,3.257e+0,,
381.87,6.901e+0,6.901e+0,,
381.92,1.415e+1,1.415e+1,,
381.97,2.807e+1,2.807e+1,,
382.02,5.388e+1,5.388e+1,,
382.07,1.001e+2,1.001e+2,,
382.12,1.801e+2,1.801e+2,,
382.17,3.140e+2,3.140e+2,,
382.22,5.304e+2,5.304e+2,,
382.27,8.687e+2,8.687e+2,,
382.32,1.380e+3,1.380e+3,,
382.37,2.128e+3,2.128e+3,,
382.42,3.188e+3,3.188e+3,,
382.47,4.641e+3,4.641e+3,,
382.52,6.573e+3,6.573e+3,1.493e-14,
382.57,9.062e+3,9.062e+3,6.941e-14,
382.62,1.217e+4,1.217e+4,3.120e-13,
382.67,1.593e+4,1.593e+4,1.356e-12,
382.72,2.035e+4,2.035e+4,5.702e-12,
382.77,2.536e+4,2.536e+4,2.316e-11,
382.82,3.086e+4,3.086e+4,9.098e-11,
382.87,3.666e+4,3.666e+4,3.455e-10,
382.92,4.255e+4,4.255e+4,1.269e-9,
382.97,4.825e+4,4.825e+4,4.503e-9,
383.02,5.348e+4,5.348e+4,1.546e-8,
383.07,5.799e+4,5.799e+4,5.128e-8,
383.12,6.157e+4,6.157e+4,1.645e-7,
383.17,6.414e+4,6.414e+4,5.104e-7,
383.22,6.576e+4,6.576e+4,1.531e-6,
383.27,6.665e+4,6.665e+4,4.438e-6,
383.32,6.711e+4,6.711e+4,1.244e-5,
383.37,6.757e+4,6.757e+4,3.373e-5,
383.42,6.843e+4,6.843e+4,8.842e-5,
383.47,7.000e+4,7.000e+4,2.241e-4,
383.52,7.241e+4,7.241e+4,5.492e-4,
383.57,7.560e+4,7.560e+4,1.301e-3,
383.62,7.922e+4,7.922e+4,2.982e-3,
383.67,8.278e+4,8.278e+4,6.608e-3,
383.72,8.563e+4,8.563e+4,1.416e-2,
383.77,8.717e+4,8.717e+4,2.934e-2,
383.82,8.686e+4,8.686e+4,5.881e-2,
383.87,8.440e+4,8.440e+4,1.140e-1,
383.92,7.976e+4,7.976e+4,2.138e-1,
383.97,7.316e+4,7.316e+4,3.877e-1,
384.02,6.505e+4,6.505e+4,6.802e-1,
384.07,5.601e+4,5.601e+4,1.155e+0,
384.12,4.667e+4,4.667e+4,1.896e+0,
384.17,3.763e+4,3.763e+4,3.013e+0,
384.22,2.934e+4,2.934e+4,4.635e+0,
384.27,2.213e+4,2.212e+4,6.900e+0,
384.32,1.613e+4,1.612e+4,9.945e+0,
384.37,1.138e+4,1.136e+4,1.388e+1,
384.42,7.761e+3,7.743e+3,1.876e+1,
384.47,5.124e+3,5.100e+3,2.456e+1,
384.52,3.278e+3,3.247e+3,3.115e+1,
384.57,2.037e+3,1.998e+3,3.829e+1,
384.62,1.235e+3,1.189e+3,4.564e+1,
384.67,7.365e+2,6.837e+2,5.274e+1,
384.72,4.392e+2,3.801e+2,5.912e+1,
384.77,2.686e+2,2.043e+2,6.431e+1,
384.82,1.740e+2,1.061e+2,6.789e+1,
384.87,1.229e+2,5.328e+1,6.959e+1,
384.92,9.515e+1,2.587e+1,6.928e+1,
384.97,7.914e+1,1.215e+1,6.700e+1,
385.02,6.847e+1,5.517e+0,6.296e+1,
385.07,5.992e+1,2.428e+0,5.749e+1,
385.12,5.207e+1,1.039e+0,5.104e+1,
385.17,4.447e+1,4.366e-1,4.404e+1,
385.22,3.713e+1,1.849e-1,3.694e+1,
385.27,3.021e+1,8.375e-2,3.012e+1,
385.32,2.392e+1,4.490e-2,2.387e+1,
385.37,1.842e+1,3.073e-2,1.839e+1,
385.42,1.379e+1,2.576e-2,1.377e+1,
385.47,1.003e+1,2.384e-2,1.001e+1,
385.52,7.092e+0,2.262e-2,7.069e+0,
385.57,4.869e+0,2.126e-2,4.847e+0,
385.62,3.246e+0,1.952e-2,3.226e+0,
385.67,2.101e+0,1.742e-2,2.084e+0,
385.72,1.320e+0,1.509e-2,1.305e+0,
385.77,8.057e-1,1.267e-2,7.930e-1,
385.82,4.774e-1,1.030e-2,4.671e-1,
385.87,2.747e-1,8.111e-3,2.666e-1,
385.93,1.363e-1,5.837e-3,1.305e-1,
385.98,7.376e-2,4.283e-3,6.948e-2,
386.03,3.886e-2,3.042e-3,3.582e-2,
386.08,1.998e-2,2.092e-3,1.788e-2,
386.13,1.004e-2,1.393e-3,8.643e-3,
386.18,4.941e-3,8.975e-4,4.044e-3,
386.23,2.391e-3,5.598e-4,1.831e-3,
386.28,1.140e-3,3.380e-4,8.021e-4,
386.33,5.375e-4,1.975e-4,3.400e-4,
386.38,2.512e-4,1.117e-4,1.395e-4,
386.43,1.165e-4,6.114e-5,5.533e-5,
386.48,5.362e-5,3.239e-5,2.123e-5,
386.53,2.449e-5,1.660e-5,7.883e-6,
386.58,1.107e-5,8.236e-6,2.830e-6,
386.63,4.937e-6,3.954e-6,9.829e-7,
386.68,2.167e-6,1.837e-6,3.301e-7,
386.73,9.327e-7,8.255e-7,1.072e-7,
386.78,3.927e-7,3.590e-7,3.367e-8,
386.83,1.613e-7,1.511e-7,1.023e-8,
386.88,6.453e-8,6.152e-8,3.003e-9,
386.93,2.517e-8,2.431e-8,8.529e-10,
386.98,9.804e-9,9.569e-9,2.342e-10,
387.03,4.743e-9,4.681e-9,6.219e-11,
387.08,5.920e-9,5.904e-9,1.597e-11,
387.13,1.709e-8,1.709e-8,3.963e-12,
387.18,5.749e-8,5.749e-8,9.489e-13,
387.23,1.910e-7,1.910e-7,2.203e-13,
387.28,6.154e-7,6.154e-7,4.945e-14,
387.33,1.920e-6,1.920e-6,1.073e-14,
387.38,5.796e-6,5.796e-6,,
387.43,1.694e-5,1.694e-5,,
387.48,4.794e-5,4.794e-5,,
387.53,1.313e-4,1.313e-4,,
387.58,3.484e-4,3.484e-4,,
387.63,8.949e-4,8.949e-4,,
387.68,2.226e-3,2.226e-3,,
387.73,5.363e-3,5.363e-3,,
387.78,1.251e-2,1.251e-2,,
387.83,2.828e-2,2.828e-2,,
387.88,6.194e-2,6.194e-2,,
387.93,1.314e-1,1.314e-1,,
387.98,2.703e-1,2.703e-1,,
388.03,5.388e-1,5.388e-1,,
388.08,1.041e+0,1.041e+0,,
388.13,1.950e+0,1.950e+0,,
388.18,3.544e+0,3.544e+0,,
388.23,6.246e+0,6.246e+0,,
388.28,1.068e+1,1.068e+1,,
388.33,1.772e+1,1.772e+1,,
388.38,2.855e+1,2.855e+1,,
388.43,4.465e+1,4.465e+1,,
388.48,6.783e+1,6.783e+1,,
388.53,1.001e+2,1.001e+2,,
388.58,1.437e+2,1.437e+2,,
388.63,2.005e+2,2.005e+2,,
388.68,2.722e+2,2.722e+2,,
388.73,3.599e+2,3.599e+2,,
388.78,4.635e+2,4.635e+2,,
388.83,5.822e+2,5.822e+2,,
388.88,7.138e+2,7.138e+2,,
388.93,8.551e+2,8.551e+2,,
388.98,1.002e+3,1.002e+3,,
389.03,1.151e+3,1.151e+3,,
389.08,1.297e+3,1.297e+3,,
389.13,1.435e+3,1.435e+3,,
389.18,1.562e+3,1.562e+3,,
389.23,1.674e+3,1.674e+3,,
389.28,1.768e+3,1.768e+3,,
389.33,1.840e+3,1.840e+3,,
389.38,1.887e+3,1.887e+3,,
389.43,1.906e+3,1.906e+3,,
389.48,1.895e+3,1.895e+3,,
389.53,1.853e+3,1.853e+3,,
389.58,1.778e+3,1.778e+3,,
389.63,1.674e+3,1.674e+3,,
389.68,1.544e+3,1.544e+3,,
389.73,1.394e+3,1.394e+3,,
389.78,1.231e+3,1.231e+3,,
389.83,1.063e+3,1.063e+3,,
389.88,8.962e+2,8.962e+2,,
389.93,7.383e+2,7.383e+2,,
389.98,5.941e+2,5.941e+2,,
390.03,4.668e+2,4.668e+2,,
390.08,3.582e+2,3.582e+2,,
390.13,2.684e+2,2.684e+2,,
390.18,1.964e+2,1.964e+2,,
390.23,1.403e+2,1.403e+2,,
390.28,9.783e+1,9.783e+1,,
390.33,6.659e+1,6.659e+1,,
390.38,4.423e+1,4.423e+1,,
390.43,2.866e+1,2.866e+1,,
390.48,1.811e+1,1.811e+1,,
390.53,1.115e+1,1.115e+1,,
390.58,6.692e+0,6.692e+0,,
390.63,3.910e+0,3.910e+0,,
390.68,2.224e+0,2.224e+0,,
390.73,1.231e+0,1.231e+0,,
390.78,6.624e-1,6.624e-1,,
390.83,3.467e-1,3.467e-1,,
390.88,1.763e-1,1.763e-1,,
390.93,8.714e-2,8.714e-2,,
390.98,4.183e-2,4.183e-2,,
391.03,1.950e-2,1.950e-2,,
391.08,8.828e-3,8.828e-3,,
391.13,3.879e-3,3.879e-3,,
391.18,1.655e-3,1.655e-3,,
391.23,6.851e-4,6.851e-4,,
391.28,2.752e-4,2.752e-4,,
391.33,1.073e-4,1.073e-4,,
391.38,4.058e-5,4.058e-5,,
391.43,1.489e-5,1.489e-5,,
391.48,5.299e-6,5.299e-6,,
391.53,1.830e-6,1.830e-6,,
391.58,6.126e-7,6.126e-7,,
391.63,1.990e-7,1.990e-7,,
391.68,6.269e-8,6.269e-8,,
391.73,1.925e-8,1.925e-8,,
391.78,6.122e-9,6.122e-9,,
391.83,3.321e-9,3.321e-9,,
391.88,6.546e-9,6.546e-9,,
391.93,2.134e-8,2.134e-8,,
391.98,7.155e-8,7.155e-8,,
392.03,2.335e-7,2.335e-7,,
392.08,7.379e-7,7.379e-7,,
392.13,2.258e-6,2.258e-6,,
392.18,6.692e-6,6.692e-6,,
392.23,1.920e-5,1.920e-5,,
392.28,5.335e-5,5.335e-5,,
392.33,1.435e-4,1.435e-4,,
392.38,3.739e-4,3.739e-4,,
392.43,9.430e-4,9.430e-4,,
392.48,2.303e-3,2.303e-3,,
392.53,5.446e-3,5.446e-3,,
392.58,1.247e-2,1.247e-2,,
392.63,2.765e-2,2.765e-2,,
392.68,5.935e-2,5.935e-2,,
392.73,1.234e-1,1.234e-1,,
392.78,2.483e-1,2.483e-1,,
392.83,4.840e-1,4.840e-1,,
392.88,9.133e-1,9.133e-1,,
392.93,1.669e+0,1.669e+0,,
392.98,2.953e+0,2.953e+0,,
393.03,5.058e+0,5.058e+0,,
393.08,8.391e+0,8.391e+0,,
393.13,1.348e+1,1.348e+1,,
393.18,2.096e+1,2.096e+1,,
393.23,3.156e+1,3.156e+1,,
393.28,4.602e+1,4.602e+1,,
393.33,6.498e+1,6.498e+1,,
393.38,8.883e+1,8.883e+1,,
393.43,1.176e+2,1.176e+2,,
393.48,1.507e+2,1.507e+2,,
393.53,1.870e+2,1.870e+2,,
393.58,2.248e+2,2.248e+2,,
393.63,2.615e+2,2.615e+2,,
393.68,2.947e+2,2.947e+2,,
393.73,3.215e+2,3.215e+2,,
393.78,3.396e+2,3.396e+2,,
393.83,3.473e+2,3.473e+2,,
393.88,3.440e+2,3.440e+2,,
393.93,3.299e+2,3.299e+2,,
393.98,3.063e+2,3.063e+2,,
394.03,2.754e+2,2.754e+2,,
394.08,2.397e+2,2.397e+2,,
394.13,2.021e+2,2.021e+2,,
394.18,1.649e+2,1.649e+2,,
394.23,1.304e+2,1.304e+2,,
394.28,9.976e+1,9.976e+1,,
394.33,7.392e+1,7.392e+1,,
394.38,5.304e+1,5.304e+1,,
394.43,3.684e+1,3.684e+1,,
394.48,2.478e+1,2.478e+1,,
394.53,1.614e+1,1.614e+1,,
394.58,1.018e+1,1.018e+1,,
394.63,6.217e+0,6.217e+0,,
394.68,3.676e+0,3.676e+0,,
394.73,2.105e+0,2.105e+0,,
394.78,1.167e+0,1.167e+0,,
394.83,6.264e-1,6.264e-1,,
394.88,3.256e-1,3.256e-1,,
394.93,1.638e-1,1.638e-1,,
394.98,7.985e-2,7.985e-2,,
395.03,3.768e-2,3.768e-2,,
395.08,1.721e-2,1.721e-2,,
395.13,7.615e-3,7.615e-3,,
395.18,3.262e-3,3.262e-3,,
395.23,1.353e-3,1.353e-3,,
395.28,5.434e-4,5.434e-4,,
395.33,2.113e-4,2.113e-4,,
395.38,7.957e-5,7.957e-5,,
395.43,2.901e-5,2.901e-5,,
395.48,1.024e-5,1.024e-5,,
395.53,3.501e-6,3.501e-6,,
395.58,1.159e-6,1.159e-6,,
395.63,3.714e-7,3.714e-7,,
395.68,1.152e-7,1.152e-7,,
395.73,3.463e-8,3.463e-8,,
395.78,1.008e-8,1.008e-8,,
395.83,2.838e-9,2.838e-9,,
395.88,7.743e-10,7.743e-10,,
395.93,2.045e-10,2.045e-10,,
395.98,5.230e-11,5.230e-11,,
396.03,1.295e-11,1.295e-11,,
396.08,3.106e-12,3.106e-12,,
396.13,7.211e-13,7.211e-13,,
396.18,1.621e-13,1.621e-13,,
396.23,3.529e-14,3.529e-14,,
396.28,8.689e-14,8.689e-14,,
396.33,3.872e-13,3.872e-13,,
396.38,1.672e-12,1.672e-12,,
396.43,6.995e-12,6.995e-12,,
396.48,2.836e-11,2.836e-11,,
396.53,1.114e-10,1.114e-10,,
396.58,4.243e-10,4.243e-10,,
396.63,1.566e-9,1.566e-9,,
396.68,5.598e-9,5.598e-9,,
396.73,1.939e-8,1.939e-8,,
396.78,6.511e-8,6.511e-8,,
396.83,2.118e-7,2.118e-7,,
396.88,6.678e-7,6.678e-7,,
396.93,2.040e-6,2.040e-6,,
396.98,6.039e-6,6.039e-6,,
397.03,1.732e-5,1.732e-5,,
397.08,4.816e-5,4.816e-5,,
397.13,1.297e-4,1.297e-4,,
397.18,3.386e-4,3.386e-4,,
397.23,8.565e-4,8.565e-4,,
397.28,2.099e-3,2.099e-3,,
397.33,4.987e-3,4.987e-3,,
397.38,1.148e-2,1.148e-2,,
397.43,2.560e-2,2.560e-2,,
397.48,5.533e-2,5.533e-2,,
